date,open,high,low,close,volume
1999-11-15,0.6166,0.6351,0.5909,0.6005,36220800
1999-11-16,0.6149,0.6698,0.6124,0.6579,72379200
1999-11-17,0.6698,0.7176,0.6602,0.6830,78638400
1999-11-18,0.6973,0.7033,0.6794,0.6853,23596800
1999-11-19,0.7680,0.8493,0.7655,0.8206,216518400
1999-11-22,0.8414,0.8420,0.7703,0.8192,54019200
1999-11-23,0.7320,0.7691,0.7272,0.7607,55324800
1999-11-24,0.7570,0.7655,0.6805,0.7368,40684800
1999-11-26,0.7297,0.7368,0.7081,0.7320,7176000
1999-11-29,0.7297,0.7393,0.6889,0.7058,29860800
1999-11-30,0.7081,0.7201,0.6627,0.6627,31468800
1999-12-01,0.6627,0.7058,0.6627,0.6962,22353600
1999-12-02,0.6985,0.7570,0.6985,0.7475,30988800
1999-12-03,0.7548,0.7680,0.7201,0.7297,34276800
1999-12-06,0.7320,0.7536,0.7320,0.7500,17860800
1999-12-07,0.7559,0.7570,0.6962,0.7249,18638400
1999-12-08,0.7224,0.7643,0.7201,0.7570,20169600
1999-12-09,0.7559,0.7750,0.7081,0.7345,21494400
1999-12-10,0.7475,0.7511,0.7128,0.7260,9830400
1999-12-13,0.7176,0.7427,0.7081,0.7236,18384000
1999-12-14,0.7249,0.7427,0.7044,0.7117,27388800
1999-12-15,0.7069,0.7105,0.6723,0.6889,20596800
1999-12-16,0.6926,0.7033,0.6818,0.6841,13257600
1999-12-17,0.7033,0.7308,0.6996,0.7201,26208000
1999-12-20,0.7213,0.7871,0.6962,0.7798,40243200
1999-12-21,0.7798,0.8145,0.7511,0.8133,38836800
1999-12-22,0.8158,0.8420,0.7846,0.8324,25118400
1999-12-23,0.8336,0.8899,0.8302,0.8876,28022400
1999-12-27,0.9067,0.9078,0.8445,0.8541,20241600
1999-12-28,0.8541,0.8851,0.8493,0.8516,17918400
1999-12-29,0.8499,0.8899,0.8493,0.8803,13214400
1999-12-30,0.8803,0.8935,0.8659,0.8876,13977600
1999-12-31,0.8856,0.8994,0.8828,0.8983,12734400
2000-01-03,0.9042,0.9115,0.8659,0.8958,30091200
2000-01-04,0.8803,0.8828,0.8277,0.8719,30048000
2000-01-05,0.8468,0.8612,0.8372,0.8457,18835200
2000-01-06,0.8432,0.8432,0.7559,0.7882,12048000
2000-01-07,0.7846,0.8097,0.7727,0.8014,7118400
2000-01-10,0.8037,0.8612,0.7894,0.8277,23985600
2000-01-11,0.8229,0.8324,0.7942,0.7942,14812800
2000-01-12,0.7942,0.7953,0.7632,0.7739,12355200
2000-01-13,0.7727,0.8133,0.7632,0.8062,13219200
2000-01-14,0.8181,0.8744,0.8158,0.8409,60456000
2000-01-18,0.8516,0.8803,0.8133,0.8767,26164800
2000-01-19,0.8803,0.8803,0.8612,0.8684,16468800
2000-01-20,0.8755,0.9233,0.8589,0.8659,17956800
2000-01-21,0.8636,0.8671,0.8349,0.8564,54427200
2000-01-24,0.8839,0.8839,0.8133,0.8181,25694400
2000-01-25,0.8217,0.8302,0.7846,0.8110,23712000
2000-01-26,0.8110,0.8324,0.7632,0.7775,23246400
2000-01-27,0.7835,0.7835,0.7081,0.7368,45820800
2000-01-28,0.7272,0.7320,0.6866,0.7153,19444800
2000-01-31,0.7188,0.7345,0.6698,0.7092,18240000
2000-02-01,0.7105,0.7320,0.6841,0.7260,9297600
2000-02-02,0.7297,0.7607,0.7260,0.7463,14904000
2000-02-03,0.7703,0.7858,0.7536,0.7584,10824000
2000-02-04,0.7823,0.7823,0.7607,0.7762,12369600
2000-02-07,0.7798,0.7798,0.7272,0.7283,21748800
2000-02-08,0.7463,0.7894,0.7272,0.7632,46881600
2000-02-09,0.7919,0.8049,0.7810,0.7823,58905600
2000-02-10,0.8302,0.9568,0.8302,0.9425,97008000
2000-02-11,0.9892,0.9903,0.8876,0.9568,42379200
2000-02-14,0.9591,1.1099,0.9498,1.1099,65011200
2000-02-15,1.1124,1.1136,1.0215,1.0669,45048000
2000-02-16,1.0789,1.1530,1.0669,1.1159,101956800
2000-02-17,1.1099,1.1626,1.1004,1.1555,53577600
2000-02-18,1.1386,1.3061,1.1302,1.2894,96086400
2000-02-22,1.2487,1.2655,1.2056,1.2535,54249600
2000-02-23,1.2391,1.2737,1.2236,1.2607,51139200
2000-02-24,1.2678,1.2762,1.1960,1.2487,24432000
2000-02-25,1.2498,1.2498,1.1195,1.1710,27873600
2000-02-28,1.1650,1.1769,1.1434,1.1626,51787200
2000-02-29,1.1555,1.2391,1.1555,1.2248,30604800
2000-03-01,1.2248,1.2248,1.1698,1.1890,38356800
